SerialNo,Tree.ID,Genet.Compound,Genet.2014,Geno.Hilary,Genet.SSR,Latitude,Longitude,Block,Row,Position,RowA,PosA,Dist.Edge,SNPFlag.01,SeqFlag.01,SSRFlag.01,SexMkrFlag.01,Ploidy,Hybrid.01,,PlantingDate,PlantingYear,Age.2016,Vol.2012,Vol.2015,Vol.2016,Vol.2017,Vol.2018,GrowLn.1516,GrowLn.1617,GrowLn.1718,GrowLn.1518,ExclusionFlag,ExclusionFlagCode,Comments.2015,Comments.2016,Comments.2017,Comments.2018,BknLdr.2015,BknLdr.2017,BBreakDegDay.2014,BBreakDegDay.2015,BBreakDegDay.2016,BBreakDegDay.2017,Sex.2017,Sex.2018,Sex.Genet,Sex.TOZ19,SexTOZ19.01,TOZcheck.Ramet,FlTwigs.2017,FlTwigs.2018,ALA.J2016,ALA.A2016,ALA.J2017,ALA.A2017,SLA.2014,SLA.2015,SLA.J2016,SLA.A2016,SLA.J2017,SLA.A2017,CT.2014,CT.2015,CT.J2016,CT.A2016,CT.J2017,CT.A2017,PGsum.2014,PGsum.2015,PGsum.J2016,PGsum.A2016,PGsum.J2017.JenaEQ,PGsum.A2017,Scort.2014,Scort.2015,Tcin.2014,Tcin.2015,Scin.J2016,Scort.J2016,Tcin.J2016,Tdin.J2016,Scin.A2016,Scort.A2016,Tcin.A2016,Tdin.A2016,Scin.J2017.JenaEQ,Scort.J2017.JenaEQ,Tcin.J2017.JenaEQ,Tdin.J2017.JenaEQ,Scin.A2017,Scort.A2017,Tcin.A2017,Tdin.A2017,SA.J2017,JA.J2017,JAIle.J2017,ABA.J2017,BAgluc.J2017,Cpct.J2016,Cpct.A2016,Cpct.J2017,Cpct.A2017,Npct.2014,Npct.2015,Npct.J2016,Npct.A2016,Npct.J2017,Npct.A2017,CN.2014,CN.2015,CN.J2016,CN.A2016,CN.J2017,CN.A2017,EFNMean.2014,EFNMean.2016,EFNMean.2017,Venturia.2017,LeafAreaSum.2016,LeafAreaSum.2017,DiseaseEdgePct.2016,DiseaseEdgePct.2017,ScrapHolePct.2016,ScrapHolePct.2017,DamagePct.2016,DamagePct.2017,INSECTS - multiple columns or separate file
2086,2_EB_14,7,7,7,577,43.55093091,-89.56943894,2,EB,14,EB,14,0,1,0,1,1,2,0,0,7/1/2011,2011,5,0.1,1.8,5.5,17.5,41.9,1.11,1.16,0.87,3.14,,,,,,,,,230.7,364.5,285.7,278.4,,,,,0,,0,0,9.16,14.22,15.29,15.15,113.29,108.50,130.57,112.58,131.99,131.91,21.61,21.77,14.2,11.52,14.21,10.69,5.89,6.22,3.08,2.13,4.73,3.26,3.42,3.94,2.47,2.28,0.11,1.76,1.18,0.03,0.14,1.10,0.84,0.05,0.41,3.45,0.85,0.03,0.12,1.92,1.16,0.06,814.42,428.45,136.49,32.67,54077.21,,47.43,,,2.02,2.30,,1.97,,,24.89,21.96,,24.30,,,NA,1.00,0.33,NA,170.54,214.00,10.69,2.06,1.46,1.85,12.15,3.90,
167,1_F_27,8,8,8,,43.55161257,-89.56943894,1,F,27,F,27,6,0,0,0,0,2,0,0,9/9/2010,2010,6,0.5,8.5,29.6,50.0,86.0,1.25,0.52,0.54,2.31,,,,,,,,,230.7,368.2,246.3,290.7,M,M,M,,NA,,30,78,18.56,16.37,21.35,20.43,129.03,145.28,140.21,125.42,161.12,149.52,16.15,5.82,7.72,7.33,7.87,6.20,9.74,5.19,7.23,6.56,5.11,3.48,5.85,3.24,3.89,1.95,0.12,3.43,3.62,0.05,0.36,3.05,3.00,0.15,0.30,3.68,1.09,0.03,0.23,1.88,1.29,0.08,936.02,1242.77,101.33,59.72,80511.06,,46.16,,,2.12,2.34,,1.96,,,23.86,20.51,,23.75,,,0.33,0.08,0.25,1,197.93,248.78,5.52,5.30,1.21,2.87,6.73,8.17,
737,2_M_9,8,8,8,195,43.55161257,-89.56943894,2,M,9,M,9,2,1,0,1,1,2,0,0,9/9/2010,2010,6,0.5,7.6,19.4,35.4,58.7,0.93,0.60,0.51,2.04,,,,,"old broken leader at 7'9""",,,,226.0,368.2,264.7,278.4,M,M,M,,1,1,30,2,14.99,16.65,16.71,19.74,126.07,150.15,140.48,131.54,160.35,138.86,13.99,9.72,14.34,8.55,8.88,8.29,11.72,7.96,5.19,4.41,5.95,3.91,6.33,5.02,5.39,2.94,0.17,2.73,2.25,0.05,0.31,2.00,2.01,0.09,0.49,4.05,1.36,0.05,0.19,2.13,1.50,0.09,531.80,1127.16,175.83,41.13,41659.58,,46.60,,,2.26,2.52,,2.04,,,22.60,19.02,,23.44,,,0.67,0.33,0.00,1,200.82,237.57,1.18,1.28,1.50,1.15,2.68,2.43,
2096,2_EB_24,9,9,9,419,43.55167439,-89.56943894,2,EB,24,EB,24,0,1,0,1,1,2,0,0,7/1/2011,2011,5,0.1,0.1,0.9,3.6,8.7,2.84,1.40,0.89,5.12,,,,,,,,,184.8,311.0,197.4,228.2,,,,,0,,0,0,12.74,8.44,9.40,11.67,101.62,116.23,114.43,105.16,136.42,115.66,19.83,20.83,12.16,15.22,12.27,15.06,14.45,9.50,8.45,7.97,8.13,6.19,7.62,5.92,6.83,3.58,0.26,4.11,3.94,0.13,0.40,3.20,4.11,0.25,0.61,5.30,2.16,0.06,0.20,3.05,2.77,0.17,1140.70,1072.73,378.23,32.06,43319.21,,49.76,,,2.19,2.35,,2.11,,,23.42,21.53,,24.10,,,NA,0.00,0.08,NA,101.98,187.63,1.98,1.59,1.38,1.77,3.36,3.36,
21,1_A_21,10,10,10,191,43.55164872,-89.56943894,1,A,21,A,21,1,0,0,1,1,2,0,0,9/9/2010,2010,6,0.5,6.2,21.8,59.4,84.7,1.25,1.00,0.36,2.61,,,,,,,,,177.5,311.0,207.5,252.7,M,M,M,,1,1,20,42,15.98,12.80,16.12,17.29,111.26,138.20,127.81,110.47,135.95,129.14,17.54,12.89,11.82,11.49,11.34,8.62,9.44,6.53,3.79,2.51,4.79,3.46,5.53,4.42,3.91,2.11,0.15,1.93,1.66,0.06,0.26,1.23,0.95,0.07,0.38,3.42,0.95,0.04,0.11,1.95,1.31,0.09,967.51,1648.18,245.01,38.36,43489.12,,47.59,,,1.89,2.33,,2.33,,,25.87,21.10,,20.13,,,0.58,0.17,0.08,11,154.70,225.15,4.09,2.71,1.15,1.03,5.24,3.74,
510,2_E_6,10,10,10,,43.55164872,-89.56943894,2,E,6,E,6,5,0,0,0,0,2,0,0,9/9/2010,2010,6,0.4,17.6,42.5,86.2,145.0,0.88,0.71,0.52,2.11,,,,,,,,,177.5,299.5,212.8,235.1,M,M,M,,NA,,68,73,13.88,12.08,13.26,20.04,116.49,148.60,131.19,124.47,175.45,156.42,12.98,11.78,11.81,7.26,7.90,6.39,7.09,6.49,2.49,1.84,5.81,3.77,4.36,4.17,2.73,2.32,0.12,1.33,1.00,0.04,0.17,0.90,0.71,0.06,0.45,3.88,1.42,0.05,0.22,2.01,1.42,0.12,262.64,910.08,125.38,70.94,27976.20,,47.06,,,2.28,2.52,,2.33,,,22.03,18.94,,19.48,,,1.00,0.17,0.33,1,145.65,241.32,2.93,1.60,0.64,0.98,3.57,2.57,
863,3_C_23,10,10,10,,43.55164872,-89.56943894,3,C,23,C,23,3,0,0,0,0,2,0,0,9/9/2010,2010,6,0.2,8.6,24.5,50.3,87.9,1.05,0.72,0.56,2.33,,,,,,,,,184.8,327.4,229.5,235.1,M,M,M,,NA,,18,31,16.03,14.55,16.81,17.60,122.99,126.01,130.96,120.51,143.09,140.78,12.90,11.09,8.79,11.15,10.30,8.58,8.33,7.72,3.76,2.89,5.90,4.46,5.11,5.01,3.22,2.71,0.15,1.85,1.71,0.05,0.22,1.39,1.20,0.07,0.52,3.93,1.40,0.05,0.23,2.38,1.70,0.15,646.88,827.17,208.06,42.12,62180.86,,47.78,,,2.33,2.38,,2.28,,,21.45,20.51,,20.67,,,0.18,0.58,0.17,1,175.99,234.11,1.23,2.43,1.11,10.77,2.34,13.20,
1421,4_I_21,10,10,10,,43.55164872,-89.56943894,4,I,21,I,21,6,0,0,0,0,2,0,0,6/1/2012,2012,4,0.0,0.5,3.4,12.7,30.2,1.98,1.33,0.86,4.18,,,,,,,,,221.5,327.4,239.5,252.7,,M,M,,NA,,0,7,11.96,11.03,12.95,16.02,118.64,119.92,120.26,107.11,132.57,129.48,16.61,18.91,14.46,9.93,12.07,9.87,10.23,5.57,4.32,3.53,6.19,6.12,6.13,3.78,4.10,1.79,0.15,2.37,1.74,0.06,0.22,1.61,1.61,0.09,0.50,4.15,1.48,0.06,0.30,3.10,2.54,0.18,1119.21,617.80,92.95,38.59,71624.21,,48.71,,,1.56,1.78,,2.14,,,29.70,27.16,,23.02,,,0.17,0.17,0.17,0,133.10,194.49,2.26,3.52,1.02,2.81,3.28,6.33,
2063,1_WB_19,10,10,10,,43.55164872,-89.56943894,1,WB,19,WB,19,0,0,0,0,0,2,0,0,7/1/2011,2011,5,0.5,5.2,14.4,32.3,56.7,1.01,0.81,0.56,2.38,,,,,,,,,177.5,311.0,207.5,252.7,M,M,M,,NA,,38,63,12.05,13.93,14.33,13.71,113.95,125.91,121.33,106.85,121.51,112.60,13.64,13.63,13.52,7.59,12.80,9.80,4.40,5.36,2.87,2.61,4.90,2.31,2.90,3.63,1.50,1.73,0.09,1.49,1.25,0.04,0.22,1.19,1.12,0.08,0.35,3.45,1.06,0.04,0.15,1.31,0.77,0.08,541.34,633.93,92.66,28.53,48950.71,,48.23,,,2.08,2.33,,2.22,,,23.85,21.17,,21.46,,,NA,0.00,0.17,NA,169.78,166.49,4.86,2.73,2.41,2.48,7.27,5.21,
300,1_K_20,11,11,11,,43.55141059,-89.56943894,1,K,20,K,20,4,0,0,0,0,2,0,0,9/9/2010,2010,6,0.3,13.3,45.0,82.8,130.9,1.22,0.61,0.46,2.29,,,,this and next had same 2nd diam measures,,,,,221.5,311.0,239.5,252.7,,F,F,,NA,,0,1,14.79,13.52,17.31,17.24,142.64,130.23,143.00,129.68,156.86,160.00,15.83,13.08,9.84,7.8,8.24,8.03,4.69,12.82,1.86,4.19,5.40,2.81,3.19,6.46,1.50,6.36,0.09,1.20,0.56,0.01,0.26,2.00,1.86,0.08,0.50,3.95,0.92,0.03,0.12,1.75,0.90,0.04,1322.27,814.28,143.94,48.79,59822.74,,48.12,,,2.33,1.84,,2.00,,,21.86,26.68,,24.58,,,0.42,0.83,0.08,2,165.52,263.86,2.29,0.82,2.27,9.31,4.57,10.13,
628,2_I_12,11,11,11,105,43.55141059,-89.56943894,2,I,12,I,12,6,1,0,1,1,2,0,0,9/9/2010,2010,6,0.2,13.2,40.7,83.1,158.2,1.13,0.71,0.64,2.49,,,,,,,,,184.8,327.4,229.5,244.1,,,F,,0,,0,0,12.57,13.26,13.64,17.37,135.59,139.60,136.79,126.34,179.41,155.73,18.02,13.96,11.7,10.13,9.42,8.27,3.72,3.56,2.28,1.77,4.47,2.97,2.45,2.50,1.27,1.06,0.11,1.36,0.79,0.02,0.16,1.00,0.59,0.03,0.64,3.13,0.66,0.04,0.15,1.73,1.03,0.06,1155.93,1010.70,198.04,77.36,43689.42,,48.13,,,2.20,2.66,,2.26,,,23.06,17.57,,21.83,,,0.00,0.33,0.33,25,160.29,209.45,2.21,1.79,0.88,1.72,3.09,3.51,
793,3_A_9,11,11,11,,43.55141059,-89.56943894,3,A,9,A,9,1,0,0,0,0,2,0,0,9/9/2010,2010,6,0.1,5.0,20.5,43.0,85.2,1.42,0.74,0.68,2.84,,,,,,,,,221.5,327.4,212.8,252.7,,,F,,NA,,0,0,12.94,10.80,13.05,16.67,135.76,126.19,125.79,113.64,135.63,136.40,16.16,19.62,12.94,14.93,12.85,8.93,3.27,7.56,2.38,1.73,3.63,1.79,2.20,4.58,1.07,2.98,0.06,1.28,1.03,0.02,0.14,0.85,0.71,0.03,0.57,2.39,0.65,0.03,0.12,1.13,0.50,0.04,1154.91,1006.99,234.12,56.01,119415.45,,49.94,,,1.92,2.23,,1.99,,,26.03,21.83,,25.67,,,1.00,0.17,0.25,1,130.69,235.76,3.12,2.06,1.24,2.37,4.36,4.43,
1067,3_K_3,11,11,11,,43.55141059,-89.56943894,3,K,3,K,3,4,0,0,0,0,2,0,0,7/1/2011,2011,5,0.1,4.6,19.0,42.2,97.4,1.41,0.80,0.84,3.04,,,,,,,,,226.0,327.4,229.5,252.7,,,F,,NA,,0,0,14.23,12.83,13.56,13.71,124.25,137.07,134.84,126.06,158.89,137.56,17.25,13.31,7.01,12.52,8.63,7.88,4.24,3.31,2.71,2.14,4.11,2.56,2.85,2.17,1.39,1.14,0.10,1.62,0.97,0.02,0.15,1.01,0.95,0.03,0.29,3.18,0.62,0.02,0.12,1.53,0.86,0.05,610.53,886.09,261.43,46.67,45418.31,,49.13,,,1.90,2.29,,2.32,,,26.31,21.45,,20.94,,,0.00,0.33,0.58,1,156.05,208.06,2.70,1.53,1.62,2.75,4.32,4.28,
1311,4_E_23,11,11,11,,43.55141059,-89.56943894,4,E,23,E,23,5,0,0,0,0,2,0,0,9/9/2010,2010,6,0.0,1.9,5.5,17.9,47.6,1.05,1.18,0.98,3.21,,,,,,,,,209.0,327.4,239.5,272.5,,,F,,NA,,0,0,9.92,8.45,14.94,12.97,118.24,141.25,136.40,127.65,132.98,132.82,19.97,13.99,12.55,10.87,14.29,9.93,6.48,3.86,3.96,1.73,4.65,2.20,4.02,2.67,2.46,1.19,0.37,2.66,0.88,0.06,0.18,0.97,0.55,0.03,0.35,3.53,0.75,0.02,0.16,1.34,0.65,0.05,3548.75,1006.55,282.48,35.63,57012.74,,49.63,,,2.12,2.20,,2.03,,,24.34,22.38,,24.88,,,0.75,1.33,0.00,15,103.57,261.39,9.46,4.07,3.23,3.44,12.69,7.51,
2024,1_EB_23,11,11,11,,43.55141059,-89.56943894,1,EB,23,EB,23,0,0,0,0,0,2,0,0,7/1/2011,2011,5,0.3,6.3,20.5,52.2,97.0,1.18,0.93,0.62,2.73,,,,,,,,,221.5,340.8,239.5,252.7,,,F,,NA,,0,0,15.60,11.98,16.27,18.72,116.25,127.11,120.06,118.77,126.51,124.36,17.82,14.21,11.01,11.35,15.02,8.14,6.13,5.81,4.14,3.65,6.44,4.07,3.72,3.96,2.41,1.85,0.09,2.08,1.93,0.03,0.22,1.77,1.60,0.06,0.42,4.68,1.31,0.03,0.18,2.42,1.41,0.06,1377.24,744.19,215.38,31.07,54958.60,,49.19,,,2.12,2.32,,1.96,,,23.85,21.36,,26.15,,,NA,0.17,0.25,NA,144.53,281.77,7.00,2.81,1.27,1.75,8.27,4.57,
301,1_K_21,12,12,12,,43.55134968,-89.56943894,1,K,21,K,21,4,0,0,0,0,2,0,0,9/9/2010,2010,6,0.4,10.9,41.6,75.0,127.5,1.34,0.59,0.53,2.46,,,,,,,,,230.7,364.5,246.8,272.5,,,,,NA,,0,0,14.04,10.69,16.97,13.47,120.17,150.62,164.43,141.23,174.61,179.88,17.95,18.03,9.44,9.81,13.08,9.94,16.57,3.11,11.42,9.95,10.71,8.17,9.39,1.62,7.18,1.49,0.27,5.81,5.26,0.08,0.54,4.53,4.63,0.24,0.71,6.99,2.93,0.08,0.37,4.49,3.15,0.16,1391.10,808.31,151.74,64.01,27524.85,,47.59,,,2.13,1.99,,1.75,,,24.59,24.83,,27.48,,,0.25,0.08,0.50,16,130.27,163.58,4.55,1.13,1.75,1.86,6.30,2.98,
664,2_J_20,12,12,12,291,43.55134968,-89.56943894,2,J,20,J,20,5,1,0,1,1,2,0,0,9/9/2010,2010,6,0.4,11.4,34.7,62.3,128.4,1.11,0.59,0.72,2.42,,,,,,,,,230.7,356.2,272.6,276.2,,,,,0,,0,0,12.58,12.05,15.27,17.06,137.81,135.18,145.67,139.11,169.96,158.39,14.22,17.23,10.95,10.95,13.51,11.50,16.02,17.54,11.83,10.25,10.71,8.63,9.28,10.34,6.74,7.20,0.23,5.92,5.58,0.10,0.69,5.12,4.18,0.26,0.52,7.19,2.94,0.06,0.36,4.70,3.39,0.18,851.76,580.58,172.24,49.88,15911.21,,49.22,,,2.07,2.30,,1.94,,,24.79,22.09,,25.90,,,0.31,0.33,0.00,0,145.78,239.21,1.08,1.15,1.01,1.01,2.09,2.15,
1123,3_M_3,12,12,12,,43.55134968,-89.56943894,3,M,3,M,3,2,0,0,0,0,2,0,0,9/9/2010,2010,6,0.1,1.7,10.6,25.9,65.3,1.83,0.89,0.92,3.65,,,,,,,,,234.9,364.5,272.6,273.4,,,,,NA,,0,0,11.75,12.42,14.44,14.84,119.94,124.04,142.03,130.23,153.42,147.21,21.93,14.20,7.47,11.24,13.42,11.95,14.35,14.31,7.87,10.55,10.79,9.17,8.35,8.61,6.00,5.70,0.16,3.98,3.66,0.06,0.42,4.78,5.17,0.18,0.66,7.08,2.97,0.07,0.38,4.99,3.62,0.18,548.44,577.18,372.76,42.58,21832.37,,49.28,,,1.98,2.25,,2.00,,,25.93,22.34,,24.98,,,0.50,0.33,0.17,2,150.32,178.74,0.83,0.79,1.13,1.36,1.96,2.15,
1287,4_D_27,12,12,12,,43.55134968,-89.56943894,4,D,27,D,27,2,0,0,0,0,2,0,0,9/9/2010,2010,6,0.0,1.2,6.4,26.5,48.8,1.68,1.42,0.61,3.71,,,,,,,,,230.7,350.0,264.7,277.6,,,,,NA,,0,0,11.54,10.68,13.06,13.03,123.99,118.82,139.55,124.52,142.79,139.59,18.54,19.53,16.25,13.53,15.70,13.09,17.27,15.71,13.31,8.52,10.02,7.62,9.75,9.42,7.52,6.29,0.86,7.82,4.39,0.24,0.39,3.79,4.19,0.15,0.67,6.63,2.65,0.07,0.33,4.03,3.13,0.13,1231.32,524.00,202.45,46.30,19004.43,,48.77,,,2.08,1.99,,1.83,,,24.98,25.06,,27.12,,,0.17,0.33,0.08,1,131.57,157.86,2.80,0.99,3.94,1.92,6.73,2.91,
1472,4_K_16,12,12,12,,43.55134968,-89.56943894,4,K,16,K,16,4,0,0,0,0,2,0,0,7/1/2012,2012,4,0.0,1.3,7.8,19.8,45.6,1.83,0.93,0.83,3.59,,,,,,,,,226.0,364.5,278.1,282.1,,,,,NA,,0,0,14.68,14.27,12.70,13.79,133.77,126.94,132.48,137.17,171.76,175.25,15.68,17.37,14.16,11,11.11,8.98,18.47,16.05,13.68,10.48,11.66,8.09,10.59,9.50,7.88,6.55,0.38,6.43,6.70,0.16,0.46,4.67,5.13,0.21,0.68,7.38,3.52,0.08,0.31,4.25,3.37,0.16,1162.01,452.41,130.27,84.34,32636.63,,49.27,,,1.88,1.98,,1.99,,,27.23,25.85,,25.26,,,0.25,0.17,0.17,2,172.25,208.36,1.55,2.37,0.84,1.84,2.40,4.22,
2218,4_NB_E,12,12,12,,43.55134968,-89.56943894,4,NB,E,E,29,0,0,0,0,0,2,0,0,7/1/2011,2011,5,0.2,5.3,21.2,55.3,105.6,1.39,0.96,0.65,2.99,,,,,,,,,226.0,364.5,272.6,278.4,,,,,NA,,0,0,11.22,12.04,16.32,14.98,123.95,133.75,141.92,138.36,140.13,150.17,15.19,14.86,14.6,9.14,18.18,11.98,15.92,14.17,10.07,9.20,10.46,8.83,9.10,8.74,6.82,5.43,0.28,5.03,4.64,0.12,0.52,4.07,4.41,0.21,0.37,7.09,2.95,0.05,0.37,4.66,3.62,0.18,888.05,443.19,101.67,46.60,29104.13,,47.53,,,2.12,2.10,,1.73,,,24.30,24.49,,27.61,,,NA,0.00,0.25,NA,146.81,182.42,3.44,0.97,1.97,2.33,5.41,3.30,
257,1_J_5,13,13,13,70,43.55135998,-89.56943894,1,J,5,J,5,5,0,0,1,0,2,0,0,9/9/2010,2010,6,0.5,5.6,15.8,55.1,80.8,1.03,1.25,0.38,2.66,,,,,,,,,221.5,364.5,246.8,265.8,,,F,,0,,0,0,17.00,13.55,18.84,19.96,142.51,147.66,148.91,148.04,164.97,166.77,22.82,16.31,8.45,9.47,11.75,11.75,2.74,3.67,10.06,2.02,3.35,2.60,1.55,2.23,1.19,1.44,0.17,2.95,2.63,0.12,0.17,1.09,0.56,0.08,0.29,2.57,0.47,0.03,0.16,1.59,0.77,0.08,4280.50,1470.34,472.96,60.82,148496.33,,48.16,,,1.95,2.56,,2.17,,,26.36,18.63,,22.47,,,0.00,0.00,0.00,1,164.35,240.58,1.11,0.89,1.42,1.53,2.54,2.42,
630,2_I_14,13,13,13,287,43.55135998,-89.56943894,2,I,14,I,14,6,1,0,1,1,2,0,0,9/9/2010,2010,6,0.5,5.0,14.9,37.5,82.4,1.10,0.92,0.79,2.81,,,,,,,,,209.0,364.5,253.3,277.6,,,F,,0,,0,0,16.46,14.97,14.95,19.14,149.08,151.45,150.30,144.55,186.37,160.64,19.61,21.50,10.89,8.78,13.43,10.26,3.17,3.25,2.19,1.46,3.58,1.79,2.14,1.80,1.03,1.45,0.09,1.38,0.69,0.03,0.13,0.82,0.51,0.04,0.39,2.65,0.50,0.04,0.10,1.13,0.51,0.05,5349.20,1554.32,428.99,62.18,136128.15,,48.70,,,2.15,2.27,,2.21,,,23.97,22.28,,23.10,,,0.17,0.00,0.00,25,180.80,235.55,1.36,1.54,0.87,3.74,2.23,5.28,
1172,3_N_24,13,13,13,557,43.55135998,-89.56943894,3,N,24,N,24,1,0,0,1,0,2,0,0,9/9/2010,2010,6,0.3,5.9,18.9,39.3,67.1,1.16,0.73,0.54,2.43,,,,,,,,,209.0,364.5,278.1,277.6,,,F,,0,,0,0,18.70,17.54,14.87,17.87,149.56,146.10,151.67,131.19,159.19,160.96,18.57,18.78,10.85,12.64,10.64,8.99,4.11,3.57,2.76,1.25,3.52,1.91,2.72,2.18,1.39,1.39,0.10,1.73,0.88,0.04,0.10,0.73,0.37,0.04,0.39,2.60,0.50,0.03,0.12,1.19,0.55,0.05,3757.00,1008.92,213.50,65.21,77293.30,,48.06,,,2.02,2.03,,2.18,,,25.04,24.28,,22.33,,,0.00,0.08,0.17,1,213.49,225.11,1.34,1.23,2.26,5.72,3.60,6.95,
1212,4_B_8,13,13,13,243,43.55135998,-89.56943894,4,B,8,B,8,2,0,0,1,0,2,0,0,9/9/2010,2010,6,0.0,1.8,6.4,18.4,37.5,1.24,1.06,0.71,3.01,,,,,,,,,221.5,356.2,246.3,273.4,,F,F,,0,1,0,1,13.28,13.21,15.40,8.98,139.87,128.01,141.25,132.29,151.44,71.21,8.20,8.71,6.97,8.67,6.84,5.46,15.77,6.96,5.29,5.17,7.85,6.46,9.76,4.36,6.01,2.60,0.22,2.78,2.22,0.07,0.21,2.91,2.49,0.08,0.82,5.01,1.95,0.06,0.21,3.56,2.58,0.11,1141.96,1324.89,309.82,74.97,45350.31,,46.83,,,1.81,2.30,,2.09,,,26.62,20.90,,22.77,,,1.08,0.67,0.67,1,159.26,180.15,2.10,2.17,0.64,2.17,2.75,4.34,
2026,1_EB_25,13,13,13,557,43.55135998,-89.56943894,1,EB,25,EB,25,0,0,0,1,0,2,0,0,7/1/2011,2011,5,0.1,2.7,9.9,18.2,42.2,1.31,0.61,0.84,2.76,,,,,,,,,221.5,364.5,246.8,282.1,,,F,,0,,0,0,17.26,15.03,15.23,15.16,129.85,129.23,129.47,134.46,145.88,148.77,23.56,23.77,18.43,11.51,19.43,11.33,3.73,2.40,1.58,1.40,2.35,1.51,2.43,1.41,1.30,0.99,0.07,0.94,0.54,0.03,0.14,0.81,0.49,0.05,0.25,1.86,0.22,0.02,0.12,0.89,0.45,0.05,4396.29,961.83,177.88,52.55,187821.04,,49.95,,,1.97,2.10,,1.97,,,25.44,24.02,,25.51,,,NA,0.00,0.08,NA,180.85,243.24,6.35,1.35,1.26,2.10,7.61,3.46,
195,1_G_27,14,14,14,353,43.55166608,-89.56943894,1,G,27,G,27,7,1,0,1,1,2,0,0,9/9/2010,2010,6,0.1,6.7,22.1,53.7,94.0,1.19,0.89,0.56,2.64,,,,,,,,,209.0,340.8,241.8,244.1,,,,,0,,0,0,10.23,8.36,9.96,10.65,123.18,155.52,137.83,138.83,159.09,164.41,13.28,9.13,17.04,9.29,15.33,7.37,11.45,10.82,5.24,3.30,4.14,2.65,6.76,6.01,4.69,4.81,0.36,2.14,1.81,0.12,0.31,1.80,1.14,0.05,0.45,3.34,0.34,0.02,0.19,1.72,0.70,0.04,1800.32,1644.98,225.74,62.72,50612.95,,48.05,,,2.02,2.59,,2.15,,,24.85,18.88,,22.89,,,0.42,0.00,0.75,2,102.58,206.15,12.60,2.45,3.19,3.28,15.79,5.73,
574,2_G_14,14,14,14,563,43.55166608,-89.56943894,2,G,14,G,14,7,0,0,1,0,2,0,0,9/9/2010,2010,6,0.1,2.5,11.8,30.3,58.9,1.55,0.94,0.67,3.15,,,,,,,,,221.5,327.4,241.8,235.1,,,,,1,,0,0,12.27,8.01,9.71,8.97,145.08,145.76,130.99,124.89,151.11,144.36,20.44,16.76,11.12,11.13,10.15,8.34,9.36,7.48,8.02,4.40,4.62,2.73,5.94,5.22,3.42,2.26,0.94,3.87,3.18,0.46,0.26,2.27,1.81,0.07,0.48,3.64,0.48,0.02,0.21,1.77,0.71,0.04,1942.51,1093.55,261.19,63.04,16642.43,,49.22,,,1.87,2.51,,2.15,,,26.82,19.99,,23.54,,,0.83,0.50,0.42,1,96.79,144.68,7.12,4.28,1.40,2.71,8.52,7.00,
1363,4_G_19,14,14,14,116,43.55166608,-89.56943894,4,G,19,G,19,7,0,0,1,0,2,0,0,9/9/2010,2010,6,0.1,5.6,17.8,41.5,87.5,1.16,0.85,0.75,2.75,,,,,,,,,226.0,356.2,246.8,277.6,,,,,0,,0,0,11.04,13.14,13.76,13.29,139.72,139.70,138.44,127.60,148.71,146.75,22.58,19.61,17.3,9.84,16.91,13.85,5.68,4.60,2.49,1.70,4.56,2.20,3.72,3.05,1.96,1.55,0.05,0.64,0.45,0.01,0.25,1.40,1.32,0.06,0.40,3.01,1.11,0.03,0.12,1.32,0.72,0.04,1545.01,1230.66,165.92,44.85,67558.60,,47.17,,,1.83,1.94,,1.92,,,26.82,25.12,,25.05,,,0.17,0.00,0.17,1,157.77,159.99,5.20,6.82,2.09,2.88,7.29,9.70,
126,1_E_14,15,15,15,52,43.55175927,-89.56943894,1,E,14,E,14,5,1,0,1,1,2,0,0,9/9/2010,2010,6,0.2,0.5,4.2,12.1,21.2,2.14,1.05,0.57,3.76,,,,,broken leader=1.3 m,,x,x,238.3,374.3,264.7,323.3,,,M,,1,,0,0,17.06,10.77,13.24,12.98,118.77,132.52,146.42,141.75,177.43,153.01,16.90,13.87,6.85,4.78,8.45,7.10,14.83,11.20,9.18,5.14,7.73,5.59,6.75,5.85,8.08,5.35,0.22,3.66,5.20,0.11,0.26,1.95,2.77,0.16,0.54,4.79,2.34,0.06,0.25,2.51,2.67,0.16,2298.67,2029.94,378.10,88.36,42357.25,,47.15,,,1.98,2.21,,2.12,,,26.52,23.21,,22.12,,,0.33,0.17,0.17,0,133.40,209.22,4.26,3.76,3.31,2.28,7.57,6.04,
716,2_L_16,15,15,15,,43.55175927,-89.56943894,2,L,16,L,16,3,0,0,0,0,2,0,0,9/9/2010,2010,6,0.2,5.4,21.9,50.6,89.1,1.41,0.83,0.57,2.81,,,,,,,,,244.1,382.1,272.6,311.6,M,M,M,,NA,,7,11,13.25,9.66,13.31,12.55,139.56,93.29,152.53,153.86,175.64,146.12,10.28,9.76,5.92,6.59,7.50,4.88,14.18,11.97,11.74,10.99,9.51,6.31,7.32,6.71,6.86,5.26,0.24,5.09,6.28,0.13,0.43,4.34,5.95,0.26,0.75,5.65,3.03,0.08,0.25,2.70,3.17,0.19,949.63,513.12,85.95,67.71,18954.98,,48.05,,,2.14,2.49,,2.15,,,24.21,20.22,,22.31,,,1.00,0.17,0.00,11,117.48,205.84,3.68,1.23,1.72,3.33,5.39,4.57,
